image_id	poem
img_83950	处颠者危，势丰者亏。
img_83951	人有所优，固有所劣人有所工，固有所拙。
img_83952	河冰结合，非一日之寒积土成山，非斯须之作。
img_83953	学之乃知，不问不识。
img_83954	两刃相割，利钝乃知二论相订，是非乃见。
img_83955	知古不知今，谓之陆沉，然则儒生，所谓陆沉者也。
img_83956	才有浅深，无有古今文有伪真，无有故新。
img_83957	人不博览者，不闻古今，不见事类，不知然否，犹目盲耳聋鼻痈者也。
img_83958	衰世好信鬼，愚人好求福。
img_83959	曲妙人不能尽和，言是人不能皆信。
img_83960	曾经沧海难为水，除却巫山不是云。
img_83961	青青子衿，悠悠我心。
img_83962	酒入愁肠，化作相思泪。
img_83963	多情自古伤离别，更那堪冷落清秋节！
img_83964	闻君有两意，故来相决绝。
img_83965	盈盈一水间，脉脉不得语。
img_83966	昨夜西风凋碧树，独上高楼，望尽天涯路。
img_83967	一声梧叶一声秋，一点芭蕉一点愁，三更归梦三更后。
img_83968	山有木兮木有枝，心悦君兮君不知。
img_83969	世间无限丹青手，一片伤心画不成。
img_83970	登高望蓬流，想象金银台。
img_83971	大漠孤烟直，长河落日圆。
img_83972	竹外一枝斜，想佳人，天寒日暮。
img_83973	路出大梁城，关河开晓晴。
img_83974	旌旆夹两山，黄河当中流。
img_83975	黄河怒浪连天来，大响谹谹如殷雷。
img_83976	黄河万里触山动，盘涡毂转秦地雷。
img_83977	寝兴目存形，遗音犹在耳。
img_83978	人生若只如初见，何事秋风悲画扇。
img_83979	心似双丝网，中有千千结。
img_83980	明月黄河夜，寒沙似战场。
img_83981	俯瞰黄河小，高悬白雪清。
img_83982	黄河九天上，人鬼瞰重关。
img_83983	将军发白马，旌节度黄河。
img_83984	梦回人远许多愁，只在梨花风雨处。
img_83985	红豆不堪看，满眼相思泪。
img_83986	虚负凌云万丈才，一生襟抱未曾开。
img_83987	斑竹枝，斑竹枝，泪痕点点寄相思。
img_83988	只恐双溪舴艋舟，载不动许多愁。
img_83989	东篱把酒黄昏后，有暗香盈袖。
img_83990	三千丈清愁鬓发，五十年春梦繁华。
img_83991	总为浮云能蔽日，长安不见使人愁。
img_83992	何意百炼刚，化为绕指柔。
img_83993	一片花飞减却春，风飘万点正愁人。
img_83994	芳树无人花自落，春山一路鸟空啼。
img_83995	扬子江头杨柳春，杨花愁杀渡江人。
img_83996	何当共剪西窗烛，却话巴山夜雨时。
img_83997	一枝红杏出墙头，墙外行人正独愁。
img_83998	花红易衰似郎意，水流无限似侬愁。
img_83999	乐游原上清秋节，咸阳古道音尘绝。
img_84000	曾伴浮云归晚翠，犹陪落日泛秋声。
img_84001	日长篱落无人过，惟有蜻蜓蛱蝶飞。
img_84002	伤心秦汉，生民涂炭，读书人一声长叹。
img_84003	江流石不转，遗恨失吞吴。
img_84004	日暮东风怨啼鸟，落花犹似坠楼人。
img_84005	元嘉草草，封狼居胥，赢得仓皇北顾。
img_84006	英雄一去豪华尽，惟有青山似洛中。
img_84007	山围故国周遭在，潮打空城寂寞回。
img_84008	相思相见知何日？此时此夜难为情！
img_84009	多少六朝兴废事，尽入渔樵闲话。
img_84010	胡雁哀鸣夜夜飞，胡儿眼泪双双落。
img_84011	纸灰飞作白蝴蝶，泪血染成红杜鹃。
img_84012	悲欢离合总无情。一任阶前点滴到天明。
img_84013	又送王孙去，萋萋满别情。
img_84014	薄雾浓云愁永昼，瑞脑销金兽。
img_84015	舞榭歌台，风流总被雨打风吹去。
img_84016	可怜青冢已芜没，尚有哀弦留至今。
img_84017	想当年空运筹决战，图王取霸无休。
img_84018	会当凌绝顶，一览众山小。
img_84019	梦里相思，故国王孙路。
img_84020	东山老，可堪岁晚，独听桓筝。
img_84021	念往昔，繁华竞逐，叹门外楼头，悲恨相续。
img_84022	燕语如伤旧国春，宫花一落已成尘。
img_84023	朝阳不再盛，白日忽西幽。
img_84024	玉树歌残王气终，景阳兵合戍楼空。
img_84025	把酒送春春不语。黄昏却下潇潇雨。
img_84026	雨横风狂三月暮，门掩黄昏，无计留春住。
img_84027	三百年间同晓梦，钟山何处有龙盘。
img_84028	几度东风吹世换，千年往事随潮去。
img_84029	霸业成空，遗恨无穷。
img_84030	多情却似总无情，唯觉樽前笑不成。
img_84031	疏星淡月秋千院，愁云恨雨芙蓉面。
img_84032	杨柳丝丝弄轻柔，烟缕织成愁。
img_84033	千年忠义气，日星光。离骚读罢总堪伤。
img_84034	月色入高楼，相思两处愁。
img_84035	百啭无人能解，因风飞过蔷薇。
img_84036	昔在零陵厌，神器若无依。
img_84037	忆昔霍将军，连年此征讨。
img_84038	城隅南对望陵台，漳水东流不复回。
img_84039	徒把金戈挽落晖，南冠无奈北风吹。
img_84040	潭州官舍暮楼空，今古无端入望中。
img_84041	故国山川，故园心眼，还似王粲登楼。
img_84042	湘波如泪色漻漻，楚厉迷魂逐恨遥。
img_84043	不知何日东瀛变，此地还成要路津。
img_84044	铜铸金镛振纪纲，声传海外播戎羌。
img_84045	我来圯桥上，怀古钦英风。
img_84046	常山临代郡，亭障绕黄河。
img_84047	江皋楼观前朝寺，秋色入秦淮。
img_84048	军听了军愁，民听了民怕。
img_84049	国亡身殒今何有，只留离骚在世间。
img_84050	多少泪珠何限恨，倚栏干。
img_84051	扰扰马足车尘，被岁月无情，暗消年少。
img_84052	想牧之千载尚神游，空山冷。
img_84053	埋没钱塘歌吹里，当年却是皇都。
img_84054	但梦想一枝潇洒，黄昏斜照水。
img_84055	断崖苍藓对立久，冻雨为洗前朝悲。
img_84056	钟山抱金陵，霸气昔腾发。
img_84057	尚忆先朝多乐事，孝皇曾为两宫开。
img_84058	歌沉玉树，古寺空有疏钟发。
img_84059	午梦初回，卷帘尽放春愁去。
img_84060	鸳鸯俱是白头时，江南渭北三千里。
img_84061	落日无人松径里，鬼火高低明灭。
img_84062	秋静见旄头，沙远席羁愁。
img_84063	远信入门先有泪，妻惊女哭问何如。
img_84064	不语含嚬深浦里，几回愁煞棹船郎，燕归帆尽水茫茫。
img_84065	马上墙头，纵教瞥见，也难相认。
img_84066	晚日金陵岸草平，落霞明，水无情。
img_84067	别愁深夜雨，孤影小窗灯。
img_84068	滞雨通宵又彻明，百忧如草雨中生。
img_84069	数回细写愁仍破，万颗匀圆讶许同。
img_84070	谁谓含愁独不见，更教明月照流黄。
img_84071	今夜送归灯火冷，河塘，堕泪羊公却姓杨。
img_84072	见说新愁，如今也到鸥边。
img_84073	已诉征求贫到骨，正思戎马泪盈巾。
img_84074	南朝千古伤心事，犹唱后庭花。
img_84075	衰柳寒蝉一片愁，谁肯教白衣送酒？
img_84076	但恨处非位，怆悢使心伤。
img_84077	风雨牢愁无著处，那更寒蛩四壁。
img_84078	自春来惨绿愁红，芳心是事可可。
img_84079	曲终人醉。多似浔阳江上泪。
img_84080	愁颜与衰鬓，明日又逢春。
img_84081	蝉噪林逾静，鸟鸣山更幽。
img_84082	花不语，水空流。年年拚得为花愁。
img_84083	酒醒人静奈愁浓。残灯孤枕梦，轻浪五更风。
img_84084	日色已尽花含烟，月明欲素愁不眠。
img_84085	巫峡啼猿数行泪，衡阳归雁几封书。
img_84086	失意还独语，多愁只自知。
img_84087	土花曾染湘娥黛，铅泪难消。
img_84088	愁看飞雪闻鸡唱，独向长空背雁行。
img_84089	中州遗恨，不知今夜几人愁。
img_84090	雁足无书古塞幽。一程烟草一程愁。
img_84091	冥冥重泉哭不闻，萧萧暮雨人归去。
img_84092	尽叫得鹃声碎，却教人空断肠。
img_84093	海畔尖山似剑铓，秋来处处割愁肠。
img_84094	日永如年愁难度。高城回首，暮云遮尽，目断人何处？
img_84095	望极春愁，黯黯生天际。
img_84096	千里万里，二月三月，行色苦愁人。
img_84097	牵衣顿足拦道哭，哭声直上干云霄。
img_84098	弟妹萧条各何在，干戈衰谢两相催！
img_84099	永怀愁不寐，松月夜窗虚。
img_84100	孤客伤逝湍，徒旅苦奔峭。
img_84101	偷弹清泪寄烟波，见江头故人，为言憔悴如许。
img_84102	去意徊徨，别语愁难听。
img_84103	寂寞尊前席上，唯愁海角天涯。
img_84104	共说春来春去事，多时。一点愁心入翠眉。
img_84105	深宫桃李无人问，旧爱玉颜今自恨。
img_84106	发短愁催白，颜衰酒借红。
img_84107	枕前泪共阶前雨，隔个窗儿滴到明。
img_84108	不信妾断肠，归来看取明镜前。
img_84109	枯杨枯杨尔生稊，我独七十而孤栖。
img_84110	愁因薄暮起，兴是清秋发。
img_84111	君莫舞，君不见玉环飞燕皆尘土！
img_84112	日暮征帆何处泊，天涯一望断人肠。
img_84113	无言暗将红泪弹。阑珊，香销轻梦还。
img_84114	对山河百二，泪痕沾血。
img_84115	那里有闹红尘香车宝马？祗不过送黄昏古木寒鸦。
img_84116	柳叶随歌皱，梨花与泪倾。
img_84117	绣帏人念远，暗垂珠泪，泣送征轮。
img_84118	大道如青天，我独不得出。
img_84119	髻子伤春慵更梳。晚风庭院落梅初。
img_84120	心断新丰酒，销愁斗几千。
img_84121	行人怅望王孙去，买断金钗十二愁。
img_84122	君言不得意，归卧南山陲。
img_84123	争奈醒来，愁恨又依然。
img_84124	山亭水榭秋方半。凤帏寂寞无人伴。
img_84125	戚姬髡发入舂市，万古共悲辛。
img_84126	柳色参差掩画楼，晓莺啼送满宫愁。
img_84127	池上凭阑愁无侣。奈此个单栖情绪。
img_84128	暗教愁损兰成，可怜夜夜关情。
img_84129	绿鬓能供多少恨，未肯无情比断弦。
img_84130	月去疏帘才数尺，乌鹊惊飞，一片伤心白。
img_84131	立尽黄昏泪几行，一片鸦啼月。
img_84132	寒山吹笛唤春归，迁客相看泪满衣。
img_84133	横笛和愁听，斜枝倚病看。
img_84134	鸿雁不堪愁里听，云山况是客中过。
img_84135	曲阑深处重相见，匀泪偎人颤。
img_84136	木落山空天远大，送飞鸿北去伤怀久。
img_84137	独抱浓愁无好梦，夜阑犹剪灯花弄。
img_84138	数州消息断，愁坐正书空。
img_84139	银箭金壶漏水多，起看秋月坠江波。
img_84140	伤心枕上三更雨，点滴霖霪。
img_84141	愁绝行人天易暮，行向鹧鸪声里住。
img_84142	寂寂闻猿愁，行行见云收。
img_84143	扁舟去作江南客，旅雁孤云。
img_84144	念兰堂红烛，心长焰短，向人垂泪。
img_84145	风尘荏苒音书绝，关塞萧条行路难。
img_84146	镇日无心扫黛眉。临行愁见理征衣。
img_84147	午窗睡起莺声巧，何处唤春愁？
img_84148	明朝事与孤烟冷，做满湖风雨愁人。
img_84149	伤高怀远几时穷。无物似情浓。
img_84150	才道莫伤神，青衫湿一痕。
img_84151	追亡事今不见，但山川满目泪沾衣。
img_84152	唤起两眸清炯炯。泪花落枕红棉冷。
img_84153	夫死战场子在腹，妾身虽存如昼烛。
img_84154	小雨空帘，无人深巷，已早杏花先卖。
img_84155	昔日横波目，今成流泪泉。
img_84156	帘控钩，掩上珠楼，风雨替花愁。
img_84157	万里伤心严谴日，百年垂死中兴时。
img_84158	丹砂成黄金，骑龙飞上太清家，云愁海思令人嗟。
img_84159	西望雷塘何处是？香魂零落使人愁，淡烟芳草旧迷楼。
img_84160	春雨楼头尺八箫，何时归看浙江潮？
img_84161	寂寥西窗久坐，故人慳会遇，同翦灯语。
img_84162	故人何不返，春华复应晚。
img_84163	明朝又是孤舟别，愁见河桥酒幔青。
img_84164	击楫中流，曾记泪沾裳。
img_84165	破帽遮颜过闹市，漏船载酒泛中流。
img_84166	乡泪客中尽，孤帆天际看。
img_84167	杏花无处避春愁，也傍野烟发。
img_84168	蜂争粉蕊蝶分香，不似垂杨惜金缕。
img_84169	徘徊将何见？忧思独伤心。
img_84170	算翠屏应是，两眉馀恨倚黄昏。
img_84171	桐叶晨飘蛩夜语。旅思秋光，黯黯长安路。
img_84172	枫树夜猿愁自断，女萝山鬼语相邀。
img_84173	望君烟水阔，挥手泪沾巾。
img_84174	可堪更近乾龙节。眼中泪尽空啼血。
img_84175	却愁宴罢青娥散，扬子江头月半斜。
img_84176	恋树湿花飞不起，愁无比，和春付与东流水。
img_84177	长使英雄泪满襟，天意高难问。
img_84178	泪弹不尽临窗滴。就砚旋研墨。
img_84179	马上逢寒食，愁中属暮春。
img_84180	欲诉奇愁无可诉，算兴亡已惯司空见。
img_84181	山暝闻猿愁，沧江急夜流。
img_84182	幽径无人独自芳，此恨凭谁诉。
img_84183	望征路愁迷，离绪难整。
img_84184	尽无言闲品秦筝，泪满参差雁。
img_84185	泪滴千千万万行，更使人愁肠断。
img_84186	归来视幼女，零泪缘缨流。
img_84187	千娇面盈盈伫立，无言有泪，断肠争忍回顾。
img_84188	离愁正引千丝乱，更东陌飞絮濛濛。
img_84189	伤心故人去后，冷落新诗。
img_84190	絮影苹香，春在无人处。
img_84191	翰林风月三千首，寄与吴姬忍泪看。
img_84192	雾冷笙箫，风轻环佩，玉锁无人掣。
img_84193	吾闻马周昔作新丰客，天荒地老无人识。
img_84194	忆昨车声寒易水，今朝，慷慨还过豫让桥。
img_84195	宣和旧日，临安南渡，芳景犹自如故。
img_84196	武帝宫中人去尽，年年春色为谁来。
img_84197	凭空怒浪兼天涌，不尽六朝声。
img_84198	池台竹树三亩馀，至今人道江家宅。
img_84199	千载休谈南渡错，当时自怕中原复。
img_84200	慨当初，倚飞何重，后来何酷。
img_84201	楚人悲屈原，千载意未歇。
img_84202	禹庙空山里，秋风落日斜。
img_84203	天外凤凰谁得髓？无人解合续弦胶。
img_84204	为问暗香闲艳，也相思万点付啼痕。
img_84205	举目山河异，偏伤周顗情。
img_84206	千古兴亡多少事？悠悠。
img_84207	可怜赤壁争雄渡，唯有蓑翁坐钓鱼。
img_84208	数里黄沙行客路，不堪回首思秦原。
img_84209	鄂王坟上草离离，秋日荒凉石兽危。
img_84210	翠华想像空山里，玉殿虚无野寺中。
img_84211	广陵城里昔繁华，炀帝行宫接紫霞。
img_84212	东南第一名州，西湖自古多佳丽。
img_84213	虎踞龙蟠何处是，只有兴亡满目。
img_84214	不见襄阳登览，磨灭游人无数，遗恨黯难收。
img_84215	试浇桥下水，今夕到湘中。
img_84216	林深藏却云门寺，回首若耶溪。
img_84217	薄晚西风吹雨到。明朝又是伤流潦。
img_84218	儿女此情同。往事朦胧。湘娥竹上泪痕浓。
img_84219	细腰争舞君沉醉，白日秦兵天下来。
img_84220	汉臣曾此作缧囚，茹血衣毛十九秋。
img_84221	箭径酸风射眼，腻水染花腥。
img_84222	下马登邺城，城空复何见。
img_84223	十日雨丝风片里，浓春艳景似残秋。
img_84224	怅然孤啸，青山故国，乔木苍苔。
img_84225	玉树歌残犹有曲，锦帆归去已无家。
img_84226	遗庙丹青落，空山草木长。
img_84227	后庭花一曲，幽怨不堪听。
img_84228	层楼望，春山叠家何在？
img_84229	赤壁矶头，一番过一番怀古。
img_84230	胜地不常，盛筵难再兰亭已矣，梓泽丘墟。
img_84231	风急桃花也似愁，点点飞红雨。
img_84232	多情却被无情恼。
img_84233	河畔青芜堤上柳，为问新愁，何事年年有？
img_84234	西城杨柳弄春柔。动离忧。泪难收。
img_84235	昨日入城市，归来泪满巾。
img_84236	招魂楚些何嗟及，山鬼暗啼风雨。
img_84237	故人何处。带我离愁江外去。
img_84238	高楼送客不能醉，寂寂寒江明月心。
img_84239	便纵有千种风情，更与何人说？
img_84240	行路难！行路难！多歧路，今安在？
img_84241	安得倚天剑，跨海斩长鲸。
img_84242	十年花骨东风泪，几点螺香素壁尘。
img_84243	晚风庭院落梅初。淡云来往月疏疏。
img_84244	未老莫还乡，还乡须断肠。
img_84245	天下伤心处，劳劳送客亭。
img_84246	孤芳一世，供断有情愁，消瘦损，东阳也，试问花知否？
img_84247	且看欲尽花经眼，莫厌伤多酒入唇。
img_84248	云中君不见，竟夕自悲秋。
img_84249	荒烟凉雨助人悲，泪染衣襟不自知。
img_84250	我本不弃世，世人自弃我。
img_84251	花近高楼伤客心，万方多难此登临。
img_84252	惶恐滩头说惶恐，零丁洋里叹零丁。
img_84253	劝君频入醉乡来，此是无愁无恨处。
img_84254	重帏深下莫愁堂，卧后清宵细细长。
img_84255	江娥啼竹素女愁，李凭中国弹箜篌。
img_84256	五更疏欲断，一树碧无情。
img_84257	金陵津渡小山楼，一宿行人自可愁。
img_84258	夜来携手梦同游，晨起盈巾泪莫收。
img_84259	草色烟光残照里，无言谁会凭阑意。
img_84260	碧水浩浩云茫茫，美人不来空断肠。
img_84261	胭脂泪，相留醉，几时重。
img_84262	衙斋卧听萧萧竹，疑是民间疾苦声。
img_84263	千古风流八咏楼，江山留与后人愁。
img_84264	故人相望若为情。别愁深夜雨，孤影小窗灯。
img_84265	人生有情泪沾臆，江水江花岂终极！
img_84266	忍泪佯低面，含羞半敛眉。
img_84267	来是空言去绝踪，月斜楼上五更钟。
img_84268	分明一觉华胥梦，回首东风泪满衣。
img_84269	有情风万里卷潮来，无情送潮归。
img_84270	停杯投箸不能食，拔剑四顾心茫然。
img_84271	穷年忧黎元，叹息肠内热。
img_84272	三千年事残鸦外，无言倦凭秋树。
img_84273	旅馆寒灯独不眠，客心何事转凄然。
img_84274	一场愁梦酒醒时，斜阳却照深深院。
img_84275	平生塞北江南，归来华发苍颜。
img_84276	行人怅望苏台柳，曾与吴王扫落花。
img_84277	长安故人问我，道寻常泥酒只依然。
img_84278	白头灯影凉宵里，一局残棋见六朝。
img_84279	其人虽已没，千载有馀情。
img_84280	秋草六朝寒，花雨空坛。更无人处一凭阑。
img_84281	豪华尽成春梦，留下古今愁。
img_84282	骊山四顾，阿房一炬，当时奢侈今何处？
img_84283	乘兴南游不戒严，九重谁省谏书函。
img_84284	伤心莫问前朝事，重上越王台。
img_84285	龙蟠虎踞金陵郡，古来六代豪华盛。
img_84286	几度思归还把酒，拂云堆上祝明妃。
img_84287	山河风景元无异，城郭人民半已非。
img_84288	残酒忆荆高，燕赵悲歌事未消。
img_84289	叹江山如故，千村寥落。
img_84290	子胥既弃吴江上，屈原终投湘水滨。
img_84291	江山故宅空文藻，云雨荒台岂梦思。
img_84292	千秋钓舸歌明月，万里沙鸥弄夕阳。
img_84293	谁知万里客，怀古正踌蹰。
img_84294	至今商女，时时犹唱，后庭遗曲。
img_84295	大树无枝向北风，十年遗恨泣英雄。
img_84296	姑苏台上乌栖时，吴王宫里醉西施。
img_84297	从来幽怨应无数？铁马金戈，青冢黄昏路。
img_84298	怅望千秋一洒泪，萧条异代不同时。
img_84299	君看六幅南朝事，老木寒云满故城。
img_84300	小怜玉体横陈夜，已报周师入晋阳。
img_84301	伤心秦汉经行处，宫阙万间都做了土。
img_84302	今古河山无定据。
img_84303	斜阳草树，寻常巷陌，人道寄奴曾住。
img_84304	诸葛大名垂宇宙，宗臣遗像肃清高。
img_84305	自从一闭风光后，几度飞来不见人。
img_84306	伤心千古，秦淮一片明月！
img_84307	寥落古行宫，宫花寂寞红。
img_84308	千载琵琶作胡语，分明怨恨曲中论。
img_84309	西施若解倾吴国，越国亡来又是谁。
img_84310	故国神游，多情应笑我，早生华发。
img_84311	尽道隋亡为此河，至今千里赖通波。
img_84312	天上星河转，人间帘幕垂。凉生枕簟泪痕滋。
img_84313	年年负却花期！过春时，只合安排愁绪送春归。
img_84314	而今识尽愁滋味，欲说还休。
img_84315	不信比来长下泪，开箱验取石榴裙。
img_84316	日日花前常病酒，敢辞镜里朱颜瘦。
img_84317	几回花下坐吹箫，银汉红墙入望遥。
img_84318	万里无人收白骨，家家城下招魂葬。
img_84319	门外无人问落花，绿阴冉冉遍天涯。
img_84320	春如旧。人空瘦。泪痕红浥鲛绡透。
img_84321	残月出门时，美人和泪辞。
img_84322	水调数声持酒听。午醉醒来愁未醒。
img_84323	雨恨云愁，江南依旧称佳丽。
img_84324	上穷碧落下黄泉，两处茫茫皆不见。
img_84325	醉里且贪欢笑，要愁那得工夫。
img_84326	笑渐不闻声渐悄，多情却被无情恼。
img_84327	但见泪痕湿，不知心恨谁。
img_84328	梦后楼台高锁，酒醒帘幕低垂。
img_84329	长相思，摧心肝。
img_84330	纵使文章惊海内，纸上苍生而已。
img_84331	已是黄昏独自愁，更著风和雨。
img_84332	满地芦花和我老，旧家燕子傍谁飞？
img_84333	这次第，怎一个愁字了得！
img_84334	而今才道当时错，心绪凄迷。
img_84335	名岂文章著，官应老病休。
img_84336	三杯两盏淡酒，怎敌他晚来风急？
img_84337	一上高城万里愁，蒹葭杨柳似汀洲。
img_84338	伤情处，高城望断，灯火已黄昏。
img_84339	愁云淡淡雨潇潇。暮暮复朝朝。
img_84340	惊起却回头，有恨无人省。
img_84341	欲写彩笺书别怨。泪痕早已先书满。
img_84342	伫倚危楼风细细。望极春愁，黯黯生天际。
img_84343	长太息以掩涕兮，哀民生之多艰。
img_84344	把吴钩看了，栏杆拍遍，无人会，登临意。
img_84345	还卿一钵无情泪，恨不相逢未剃时。
img_84346	无处不伤心，轻尘在玉琴。
img_84347	叹息老来交旧尽，睡来谁共午瓯茶。
img_84348	东园载酒西园醉，摘尽枇杷一树金。
img_84349	荷花娇欲语，愁杀荡舟人。
img_84350	别院深深夏席清，石榴开遍透帘明。
img_84351	风老莺雏，雨肥梅子，午阴嘉树清圆。
img_84352	午梦扁舟花底，香满西湖烟水。
img_84353	一霎荷塘过雨，明朝便是秋声。
img_84354	圆荷浮小叶，细麦落轻花。
img_84355	恨入空帷鸾影独，泪凝双脸渚莲光，薄情年少悔思量。
img_84356	低花树映小妆楼，春入眉心两点愁。
img_84357	胭脂雪瘦熏沉水，翡翠盘高走夜光。
img_84358	翠葆参差竹径成。新荷跳雨泪珠倾。
img_84359	晚风收暑，小池塘荷净。
img_84360	酷暑天，葵榴发，喷鼻香十里荷花。
img_84361	攀荷弄其珠，荡漾不成圆。
img_84362	携手藕花湖上路。一霎黄梅细雨。
img_84363	野童扶醉舞，山鸟助酣歌。
img_84364	向浅洲远渚，亭亭清绝。
img_84365	艇子几时同泛？待折荷花临鉴。
img_84366	芰荷迭映蔚，蒲稗相因依。
img_84367	四顾山光接水光，凭栏十里芰荷香。
img_84368	秋风吹到江村，正黄昏，寂寞梧桐夜雨不开门。
img_84369	悄无人桐阴转午，晚凉新浴。
img_84370	蛾眉淡了教谁画？瘦岩岩羞戴石榴花。
img_84371	纱厨藤簟，玉人罗扇轻缣。
img_84372	秀樾横塘十里香，水花晚色静年芳。
img_84373	游女带花偎伴笑，争窈窕，竞折团荷遮晚照。
img_84374	琴书倦，鹧鸪唤起南窗睡。
img_84375	团扇不摇风自举，盈盈翠竹，纤纤白苎，不受些儿暑。
img_84376	深夜无风新雨歇，凉月，露迎珠颗入圆荷。
img_84377	纵使有花兼有月，可堪无酒又无人。
img_84378	手红冰碗藕，藕碗冰红手。
img_84379	首夏犹清和，芳草亦未歇。
img_84380	松下茅亭五月凉，汀沙云树晚苍苍。
img_84381	莲子已成荷叶老。青露洗蘋花汀草。
img_84382	长夏村墟风日清，檐牙燕雀已生成。
img_84383	糁径杨花铺白毡，点溪荷叶叠青钱。
img_84384	弹泪别东风，把酒浇飞絮化了浮萍也是愁，莫向天涯去！
img_84385	谷鸟吟晴日，江猿啸晚风。
img_84386	酒盏旋将荷叶当。莲舟荡。时时盏里生红浪。
img_84387	香汗薄衫凉，凉衫薄汗香。
img_84388	我爱山中夏，空冥花雨下。
img_84389	楝花飘砌。蔌蔌清香细。
img_84390	雾柳暗时云度月，露荷翻处水流萤。
img_84391	燎沉香，消溽暑。
img_84392	佳节清明桃李笑，野田荒冢只生愁。
img_84393	纷纷红紫已成尘，布谷声中夏令新。
img_84394	水际轻烟，沙边微雨。荷花芳草垂杨渡。
img_84395	菱叶萦波荷飐风，荷花深处小船通。
img_84396	水天清话，院静人销夏。
img_84397	水满有时观下鹭，草深无处不鸣蛙。
img_84398	镜湖三百里，菡萏发荷花。
img_84399	仲夏苦夜短，开轩纳微凉。
img_84400	若耶溪傍采莲女，笑隔荷花共人语。
img_84401	笑指吾庐何处是？一池荷叶小桥横。
img_84402	孟夏草木长，绕屋树扶疏。
img_84403	四月清和雨乍晴，南山当户转分明。
img_84404	云收雨过波添，楼高水冷瓜甜，绿树阴垂画檐。
img_84405	深居俯夹城，春去夏犹清。
img_84406	玉碗冰寒滴露华，粉融香雪透轻纱。
img_84407	秀色掩今古，荷花羞玉颜。
img_84408	风蒲猎猎小池塘。过雨荷花满院香。
img_84409	绿阴不减来时路，添得黄鹂四五声。
img_84410	云尽月如练，水凉风似秋。
img_84411	风吹古木晴天雨，月照平沙夏夜霜。
img_84412	清江一曲抱村流，长夏江村事事幽。
img_84413	猿啼客散暮江头，人自伤心水自流。
img_84414	荷花开后西湖好，载酒来时。
img_84415	小扇引微凉，悠悠夏日长。
img_84416	更无柳絮因风起，惟有葵花向日倾。
img_84417	纸屏石枕竹方床，手倦抛书午梦长。
img_84418	月明船笛参差起，风定池莲自在香。
img_84419	芳菲歇去何须恨，夏木阴阴正可人。
img_84420	竹深树密虫鸣处，时有微凉不是风。
img_84421	草萤有耀终非火，荷露虽团岂是珠。
img_84422	梅子留酸软齿牙，芭蕉分绿与窗纱。
img_84423	水流花谢两无情，送尽东风过楚城。
img_84424	绿树阴浓夏日长，楼台倒影入池塘。
img_84425	荷风送香气，竹露滴清响。
img_84426	一夜雨声凉到梦，万荷叶上送秋来。
img_84427	漠漠水田飞白鹭，阴阴夏木啭黄鹂。
img_84428	黄梅时节家家雨，青草池塘处处蛙。
img_84429	稻花香里说丰年。听取蛙声一片。
img_84430	日长睡起无情思，闲看儿童捉柳花。
img_84431	水晶帘动微风起，满架蔷薇一院香。
img_84432	接天莲叶无穷碧，映日荷花别样红。
img_84433	小荷才露尖尖角，早有蜻蜓立上头。
img_84434	陋室空堂，当年笏满床衰草枯杨，曾为歌舞场。
img_84435	凭谁问，廉颇老矣，尚能饭否？
img_84436	千寻铁锁沉江底，一片降幡出石头。
img_84437	江东子弟今虽在，肯与君王卷土来？
img_84438	欲把西湖比西子，淡妆浓抹总相宜。
img_84439	王濬楼船下益州，金陵王气黯然收。
img_84440	画图省识春风面，环珮空归夜月魂。
img_84441	江山留胜迹，我辈复登临。
img_84442	折戟沉沙铁未销，自将磨洗认前朝。
img_84443	功盖三分国，名成八阵图。
img_84444	丞相祠堂何处寻，锦官城外柏森森。
img_84445	陌上花开蝴蝶飞，江山犹是昔人非。
img_84446	吴宫花草埋幽径，晋代衣冠成古丘。
img_84447	至今思项羽，不肯过江东。
img_84448	宫女如花满春殿，只今惟有鹧鸪飞。
img_84449	出师一表通今古，夜半挑灯更细看。
img_84450	群山万壑赴荆门，生长明妃尚有村。
img_84451	有三秋桂子，十里荷花。
img_84452	昔人已乘黄鹤去，此地空余黄鹤楼。
img_84453	遥想公瑾当年，小乔初嫁了，雄姿英发。
img_84454	前不见古人，后不见来者。
img_84455	千古江山，英雄无觅孙仲谋处。
img_84456	黄鹤一去不复返，白云千载空悠悠。
img_84457	长安回望绣成堆，山顶千门次第开。
img_84458	八阵图名成卧龙，六韬书功在飞熊。
img_84459	何处望神州？满眼风光北固楼。
img_84460	无情最是台城柳，依旧烟笼十里堤。
img_84461	旧时王谢堂前燕，飞入寻常百姓家。
img_84462	独自凄凉还自遣，自制离愁。
img_84463	断送一生憔悴，只销几个黄昏。
img_84464	都道无人愁似我，今夜雪，有梅花，似我愁。
img_84465	细看来，不是杨花，点点是离人泪。
img_84466	晓镜但愁云鬓改，夜吟应觉月光寒。
img_84467	何处合成愁。
img_84468	春水满四泽，夏云多奇峰。
img_84469	剑外忽传收蓟北，初闻涕泪满衣裳。
img_84470	美人自刎乌江岸，战火曾烧赤壁山，将军空老玉门关。
img_84471	离愁渐远渐无穷，迢迢不断如春水。
img_84472	南朝四百八十寺，多少楼台烟雨中。
img_84473	春去也，飞红万点愁如海。
img_84474	骊山语罢清宵半，泪雨霖铃终不怨。
img_84475	石壕村里夫妻别，泪比长生殿上多。
